Real_x1,Imag_x1,Real_x2,Imag_x2,Real_add,Imag_add,Real_sub,Imag_sub,Real_mul,Imag_mul,Real_div,Imag_div
1.200527059511923,0.47270878044109027,-0.8396836402235371,-0.6510711587128565,0.3608434192883859,-0.1783623782717662,2.0402106997354603,1.1237799391539467,-0.7002958781023088,-1.1785543732289696,-1.1655216659024545,0.34075781327213606
0.7634177699039493,1.03990229295467,-2.1805210506798645,-1.224925410326268,-1.4171032807759152,-0.18502311737159793,2.9439388205838135,2.264827703280938,-0.3908457748419125,-3.2026586654878764,-0.46976779535069235,-0.21300953885853988
-0.9740424634772237,1.784109862916208,-1.1557072617946815,-0.48964882720686875,-2.129749725271905,1.2944610357093391,0.18166479831745785,2.273758690123077,1.9992952503221368,-1.5849699745204635,0.1600344077664045,-1.6115417671595913
-1.9798676339286227,-1.1652783392423158,-1.0882239683590698,1.158457465817995,-3.0680916022876925,-0.006820873424320917,-0.891643665569553,-2.323735805060311,3.504464805270743,-1.0255086232828825,0.3185007008364928,1.4098640524414319
0.11158543439776561,0.32176750521430864,-0.4059465493809139,-1.7233162915279931,-0.2943611149831483,-1.4015487863136844,0.5175319837786795,2.045083796742302,0.5092094617651932,-0.3229174054395514,-0.1913490328163615,0.019675990394382923
-0.22506656967355934,-0.22520294200276844,0.26475065331241815,-1.0810974990430469,0.03968408363885881,-1.3063004410458152,-0.4898172229859775,0.8558945570402784,-0.30305285873618903,0.18369627956917112,0.1484260665459273,-0.2445315690714217
-0.18176597041468115,-0.3844056528615084,-0.24875789174812724,0.31781333803665385,-0.43052386216280836,-0.06659231482485456,0.06699192133344609,-0.7022189908981622,0.16738496328798375,0.037856289982929794,-0.4724384876641122,0.9417124354678971
0.6597826125389902,-0.3872124444984126,-1.5219517187868548,-0.21647995606166587,-0.8621691062478646,-0.6036924005600784,2.181734331325845,-0.1707324884367467,-1.087981014150944,0.44648893446732696,-0.38944368327854917,0.30981219057257176
0.723731087126204,-0.4411551093154698,0.8710990541614072,0.2397810816572228,1.5948301412876114,-0.201374027658247,-0.14736796703520316,-0.6809361909726926,0.736222114753117,-0.210752775563099,0.6427236729160462,-0.6833529252158783
-0.19077666315112565,-0.06404025899739187,-0.27545359680341874,-0.16288433447394082,-0.46623025995454437,-0.2269245934713327,0.08467693365229309,0.09884407547654896,0.04211896308480283,0.04871464949158438,0.6150155158496552,-0.1311877369265782
0.9031585818928217,0.41025667891180556,-2.3633187550501806,0.574225254972495,-1.4601601731573588,0.9844819338843005,3.2664773369430025,-0.16396857606068943,-2.3700313614241306,-0.4509508366888675,-0.32102596801678207,-0.2515944563036352
0.9731895718196228,-0.7006242702927179,1.1425736633856447,0.3267483087628559,2.1157632352052675,-0.373875961529862,-0.16938409156602185,-1.0273725790555739,1.340868569639009,-0.48252679246753516,0.6252574513761396,-0.7920067773921827
-0.2899302175270128,-1.3970231424410504,0.37402978941026394,-0.302065152834156,0.08409957188325112,-1.6990882952752064,-0.6639600069372767,-1.0949579896068944,-0.5304345472396095,-0.43495045629995405,1.356525249770873,-2.639533436901505
2.4461324047461543,0.009608643561616776,-0.024947299195968466,-0.4930271185769273,2.421185105550186,-0.48341847501531054,2.471079703942123,0.5026357621385441,-0.05628707512553948,-1.2062493208754457,-0.26984911588862925,4.9478016648564775
0.03355546916362835,-1.349728763958156,0.04510867446412739,-1.1669510232995217,0.07866414362775574,-2.5166797872576776,-0.01155320530049904,-0.1827777406586344,-1.5735537195427758,-0.10004206450604916,1.1560126427684767,-0.015931027476085224
-0.702743652524943,0.9785625685579658,1.1931354558791003,-0.02937431795785055,0.49039180335415733,0.9491882506001152,-1.8958791084040434,1.0079368865158163,-0.8097237601910192,1.1882003118347606,-0.6088118697490777,0.8051718942604184
0.2690618611415239,-0.5217587321854528,-1.0834361108056447,-0.513766880714566,-0.8143742496641209,-1.0355256129000188,1.3524979719471686,-0.007991851470886768,-0.5595736927218078,0.4270571784599544,-0.01630904137044762,0.4893115267346786
1.2281427928880877,0.2613882780308544,-0.8647508362394468,-1.5272895745433734,0.3633919566486409,-1.265901296512519,2.0928936291275346,1.788677852574228,-0.662821915227055,-2.1017654156389285,-0.47437006995849,0.5355440722163394
1.9986032380387928,-0.7526400671645512,0.06906585623082895,-0.5441776889143718,2.067669094269622,-1.296817756078923,1.9295373818079637,-0.20846237825017944,-0.2715346884331066,-1.1395770218050787,1.8198942435629069,3.441726336840452
0.08294984071254329,-3.592600193750504,1.7742147906338805,0.5886451340657248,1.8571646313464238,-3.0039550596847793,-1.6912649499213372,-4.181245327816229,2.261937456967733,-6.325216380479324,-0.5630806112344111,-1.8380782017353667
-1.1102963646971693,1.0523835089808629,-0.15814521014393373,-0.5856852915500932,-1.268441574841103,0.46669821743076967,-0.9521511545532355,1.638068800530956,0.7919535941970463,0.48385483888488123,-1.197643956677561,-2.2191064700698435
-1.0781081643384671,-1.0678312421527747,-0.7614575688533253,-0.24046634583289347,-1.8395657331917925,-1.3082975879856682,-0.31665059548514185,-0.8273648963198812,0.5641561450114132,1.072356912286358,1.6901515553021316,0.8686060797077615
-0.44139651925843976,0.5099607083896578,-0.07463233175845167,-0.7740917671044796,-0.5160288510168914,-0.2641310587148218,-0.36676418749998807,1.2840524754941374,0.42769883737352404,0.3036218548142201,-0.5982491471868049,-0.627890992696599
0.5279278564672514,-0.8383491158671919,0.058711833051101454,0.28044724556372724,0.5866396895183529,-0.5579018703034646,0.46921602341614993,-1.118796361430919,0.2661083125376711,0.09883489987327032,-2.486269365512087,-2.4029520668696724
-1.3315184385607906,-2.5238288143540495,-0.2280751441623786,-0.9422057838895233,-1.559593582723169,-3.4660345982435725,-1.103443294398412,-1.5816230304645262,-2.0742798466018053,1.8301869948424885,2.8535198357811526,-0.7224552239902314
-0.46349990911866173,1.9205604285633224,-1.8247362285361262,1.2156549719733012,-2.288236137654788,3.1362154005366234,1.3612363194174644,0.7049054565900212,-1.488973757866153,-4.067972162121638,0.661574122717671,-0.6117676294771992
0.9324991188281258,0.5367806887114439,-0.6230129696188003,0.09670156521129378,0.3094861492093255,0.6334822539227377,1.555512088446926,0.4400791235001501,-0.6328665779616179,-0.24424720655930948,-1.3309594122936872,-1.068174467571895
